Id,Label,movie_count,avg_vote_average,years_active,top_genre,genre_1,genre_2,genre_3,movie_list
979,Aaron Pearl,35,5.6,2000-2020,TV Movie,TV Movie,Drama,Romance,"The Spring (2000); Duets (2000); Try Seventeen (2002); X2 (2003); X-Men: The Last Stand (2006); Engaged to Kill (2006); The Suspect (2006); The Accidental Witness (2006); The Pink Panther (2006); Black Christmas (2006); War (2007); Lost Holiday: The Jim & Suzanne Shemwell Story (2007); Anna's Storm (2007); Nora Roberts' Montana Sky (2007); White Noise 2: The Light (2007); Vice (2008); Vipers (2008); Yeti: Curse of the Snow Demon (2008); One Angry Juror (2010); Growing the Big One (2010); The Tortured (2010); Rise of the Damned (2011); Man of Steel (2013); Tom, Dick and Harriet (2013); Godzilla (2014); Blackway (2015); Murder, She Baked: A Deadly Recipe (2016); The Wedding March (2016); The Irresistible Blueberry Farm (2016); Death of a Vegas Showgirl (2016); Wedding March 2: Resorting to Love (2017); Wedding March 4: Something Old, Something New (2018); Wedding March 3: Here Comes the Bride (2018); My Boyfriend's Back: Wedding March 5 (2019); Endless (2020)"
1133,Aaron Stanford,22,5.32,2002-2020,Drama,Drama,Thriller,Crime,25th Hour (2002); Hollywood Ending (2002); Tadpole (2002); The Second Uncanny Issue of X-Men! Making X2 (2003); Rick (2003); X2 (2003); X2: United Colors of X (2003); Spartan (2004); Winter Solstice (2004); Breaking Vegas (2004); Standing Still (2005); Runaway (2005); X-Men: The Last Stand (2006); The Hills Have Eyes (2006); The Cake Eaters (2007); How I Got Lost (2009); Fear Itself: Echoes (2009); We've Forgotten More Than We Ever Knew (2016); Clinical (2017); Furthest Witness (2018); Disturbing the Peace (2020); Horse Girl (2020)
1142,Aaron Stielstra,11,4.22,2007-2018,Action,Action,Drama,Western,The Men Who Fell (2007); Pale Blue Balloons (2008); The Scarlet Worm (2011); Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s (2012); Black Cat Whiskey (2013); 6 Bullets to Hell (2014); The Mona Lisa Myth (2014); Desert Mirage (2016); Frankly a Mess (2018); Home Free (2018); The Bounty Killer (2018)
1153,Aaron Takahashi,10,5.07,2003-2017,Comedy,Comedy,Drama,Romance,Better Luck Tomorrow (2003); Memoirs of a Geisha (2005); Only the Brave (2006); Reno 911!: Miami (2007); Yes Man (2008); Slumber Party Slaughterhouse (2008); Welcome to the Jungle (2013); Awesome Asian Bad Guys (2014); The Wedding Ringer (2015); Emily (2017)
1156,Aaron Taylor-Johnson,27,6.25,2002-2020,Drama,Drama,Action,Thriller,"Tom & Thomas (2002); Shanghai Knights (2003); The Apocalypse (2004); Dead Cool (2005); The Illusionist (2006); The Thief Lord (2006); The Best Man (2006); Sherlock Holmes and the Baker Street Irregulars (2007); The Magic Door (2007); Angus, Thongs and Perfect Snogging (2008); The Greatest (2009); Nowhere Boy (2009); Dummy (2009); Kick-Ass (2010); Chatroom (2010); Albert Nobbs (2011); Savages (2012); Anna Karenina (2012); Kick-Ass 2 (2013); Godzilla (2014); Captain America: The Winter Soldier (2014); Avengers: Age of Ultron (2015); Nocturnal Animals (2016); The Wall (2017); Outlaw King (2018); A Million Little Pieces (2019); Tenet (2020)"
1178,Aaron Tveit,13,6.27,2008-2020,Drama,Drama,Comedy,Thriller,Ghost Town (2008); Howl (2010); Girl Walks Into a Bar (2011); Premium Rush (2012); Les Misérables (2012); A Dream of Flying (2013); Big Sky (2015); Undrafted (2016); Better Off Single (2016); Grease Live (2016); Created Equal (2017); Out of Blue (2019); One Royal Holiday (2020)
1274,Aasif Mandvi,35,5.39,2001-2020,Comedy,Comedy,Drama,Romance,"3 A.M. (2001); The Mystic Masseur (2001); American Chai (2001); Book of Kings (2002); Spider-Man 2 (2004); Sorry, Haters (2005); The War Within (2005); Freedomland (2006); Music and Lyrics (2007); Eavesdrop (2008); Pretty Bird (2008); Ghost Town (2008); Today's Special (2009); The Proposal (2009); It's Kind of a Funny Story (2010); The Last Airbender (2010); The Rally to Restore Sanity and/or Fear (2010); Margin Call (2011); The Understudy (2012); Ruby Sparks (2012); The Dictator (2012); Premium Rush (2012); Dark Horse (2012); Movie 43 (2013); The Internship (2013); Gods Behaving Badly (2013); Million Dollar Arm (2014); East of Main Street: Taking the Lead (2015); Mother's Day (2016); The Problem with Apu (2017); Night of Too Many Stars: America Unites for Autism Programs (2017); A Kid Like Jake (2018); Drunk Parents (2019); It Takes a Lunatic (2019); Human Capital (2020)"
1326,Abbey Lee,12,4.82,2009-2018,Science Fiction,Science Fiction,Drama,Action,Pirelli Calendar 2010 (South Florida PBS) (2009); Supermodel Acting Class (2013); Hollywood Lucifer (2014); Mad Max: Fury Road (2015); Gods of Egypt (2016); The Neon Demon (2016); Office Christmas Party (2016); The Dark Tower (2017); Welcome the Stranger (2018); To the Night (2018); Elizabeth Harvest (2018); Maverick (2018)
1357,Abbie Cornish,21,6.59,2006-2019,Drama,Drama,Thriller,Romance,"Candy (2006); A Good Year (2006); Elizabeth: The Golden Age (2007); Stop-Loss (2008); Bright Star (2009); Legend of the Guardians: The Owls of Ga'Hoole (2010); Sucker Punch (2011); Limitless (2011); W.E. (2011); Seven Psychopaths (2012); The Girl (2012); RoboCop (2014); Solace (2015); Lavender (2016); Geostorm (2017); 6 Days (2017); Three Billboards Outside Ebbing, Missouri (2017); The Girl Who Invented Kissing (2017); Where Hands Touch (2018); Paris Song (2018); Perfect (2019)"
1823,Abigail Breslin,34,6.27,2002-2020,Comedy,Comedy,Drama,Family,"Signs (2002); Making 'Signs' (2003); Diary of a Fly (2004); Raising Helen (2004); Chestnut: Hero of Central Park (2004); Keane (2004); The Princess Diaries 2: Royal Engagement (2004); Family Plan (2005); The Santa Clause 3: The Escape Clause (2006); Little Miss Sunshine (2006); Air Buddies (2006); The Ultimate Gift (2007); No Reservations (2007); Definitely, Maybe (2008); Kit Kittredge: An American Girl (2008); Nim's Island (2008); My Sister's Keeper (2009); Zombieland (2009); Quantum Quest: A Cassini Space Odyssey (2010); Rango (2011); New Year's Eve (2011); August: Osage County (2013); Ender's Game (2013); The Call (2013); Wicked Blood (2014); Final Girl (2015); Maggie (2015); Fear, Inc. (2016); Yamasong: March of the Hollows (2017); Dirty Dancing (2017); Freak Show (2018); Zombieland: Double Tap (2019); The Paley Center Salutes Law & Order: SVU (2020); The Happy Days of Garry Marshall (2020)"
1960,Abigail Spencer,18,5.26,2003-2018,Drama,Drama,Thriller,Comedy,Graduation Night (2003); Fathers and Sons (2005); Backyards & Bullets (2007); Jekyll (2007); In My Sleep (2010); Cowboys & Aliens (2011); Chasing Mavericks (2012); This Means War (2012); The Haunting in Connecticut 2: Ghosts of Georgia (2013); Oz the Great and Powerful (2013); This Is Where I Leave You (2014); The Forger (2014); The Heyday of the Insensitive Bastards (2015); A Beautiful Now (2015); H8RZ (2015); A Walk in Winter (2015); The Sweet Life (2017); Buttons (2018)
2037,Abraham Benrubi,31,6.14,2001-2020,Comedy,Comedy,Drama,Action,The Man Who Wasn't There (2001); Zig Zag (2002); Open Range (2003); Without a Paddle (2004); Miss Congeniality 2: Armed and Fabulous (2005); Charlotte's Web (2006); National Lampoon's TV: The Movie (2006); Wristcutters: A Love Story (2007); Robot Chicken: Star Wars (2007); 1% (2008); Robot Chicken: Star Wars Episode II (2008); Calvin Marshall (2009); Robot Chicken: Star Wars Episode III (2010); Venus & Vegas (2010); Robot Chicken: DC Comics Special (2012); Ambush at Dark Canyon (2012); A Night in Old Mexico (2013); Deep Dark Canyon (2013); Bounty Killer (2013); Big Hero 6 (2014); The Blackout (2014); #Stuck (2014); Little Boy (2015); The Finest Hours (2016); Jessica Darling's It List (2016); The Belko Experiment (2017); Olaf's Frozen Adventure (2017); Like.Share.Follow. (2017); The Hammer (2017); Bliss (2019); The Call of the Wild (2020)
2141,Accie Julius Connor,17,3.57,2000-2019,Action,Action,Drama,Documentary,"WWE WrestleMania 2000 (2000); WWE Royal Rumble 2000 (2000); WWE Royal Rumble 2001 (2001); WWE Unforgiven 2002 (2002); TNA Wrestling: Phenomenal - The Best of AJ Styles (2004); ROH: End of An Age (2009); ROH: Death Before Dishonor VII - Night 2 (2009); ROH: Contention (2009); ROH: 7th Anniversary (2009); ROH: Supercard of Honor IV (2009); Hard Knocks (2009); ROH: Manhattan Mayhem III (2009); The Epic Journey of Dwayne ""The Rock"" Johnson (2012); WWE: Attitude Era: Vol. 2 (2014); Wrestling with Disaster (2016); WWE: Attitude Era: Vol. 3 Unreleased (2016); WWE: World's Strongest Man: The Mark Henry Story (2019)"
2147,Ace Bhatti,10,5.23,2002-2019,Drama,Drama,Romance,Comedy,Bend It Like Beckham (2002); The Deputy (2004); Bradford Riots (2006); Kiss of Death (2008); Wish 143 (2009); It's a Wonderful Afterlife (2010); Amar Akbar & Tony (2015); Bohemian Rhapsody (2018); High Strung Free Dance (2018); Break Clause (2019)
2152,Ace Frehley,11,2.23,2001-2014,Music,Music,Documentary,Crime,Porn Star: The Legend of Ron Jeremy (2001); KISS - Konfidential & X-Treme Close Up (2001); A Very Special Family Guy Freakin' Christmas (2001); KISS: The Videos 1974 - 2002 (2002); That '70s KISS Show (2002); KISS: VH1 Ultimate Albums - Alive! (2003); When KISS Ruled the World (2004); The Best of KISS: 20th Century Masters (2004); Rockthology 2 (2004); Remedy (2005); Rock and Roll Hall of Fame Induction Ceremony (2014)
2162,Ace Marrero,13,5.16,2007-2020,Horror,Horror,Comedy,Drama,She Likes Girls (2007); Madison County (2011); Chilling Visions: 5 Senses of Fear (2013); Roadside (2013); Auteur (2015); Ride Along 2 (2016); The Last Heist (2016); Mimic (2016); Rental (2017); Allergic Overreaction (2019); The Man in the Trunk (2019); Tell Me I Love You (2020); A Nice Girl Like You (2020)
2303,Adam Arkin,17,5.2,2000-2016,Comedy,Comedy,Drama,Romance,Hanging Up (2000); Mission (2001); Stark Raving Mad (2002); Horatio's Drive: America's First Road Trip (2003); Unforgivable Blackness: The Rise and Fall of Jack Johnson (2004); Hitch (2005); Kids in America (2005); Murder on Pleasant Drive (2006); Marilyn Hotchkiss' Ballroom Dancing & Charm School (2006); Graduation (2007); A Serious Man (2009); Tell-Tale (2010); Just Peck (2011); The Sessions (2012); In Security (2014); 10 Cent Pistol (2014); Waffles and Bullet Holes: A Return to Sioux Falls (2016)
2320,Adam Baldwin,29,4.98,2000-2019,Action,Action,Drama,Thriller,"The Patriot (2000); The Right Temptation (2000); Farewell, My Love (2000); Pursuit of Happiness (2001); Jackpot (2001); Double Bang (2001); The Keyman (2002); Hyper Sonic (2002); Monster Makers (2003); Control Factor (2003); Betrayal (2003); Gacy (2003); Evil Eyes (2004); Serenity (2005); The Poseidon Adventure (2005); Done the Impossible (2006); The Thirst (2007); Sands of Oblivion (2007); Superman: Doomsday (2007); Drillbit Taylor (2008); Gospel Hill (2008); Little Fish, Strange Pond (2009); The Assignment (2010); InSight (2011); War of the Worlds: Goliath (2012); Browncoats Unite: Firefly 10th Anniversary Special (2012); Rockin' the Wall (2014); The Legend of 5 Mile Cave (2019); The Kid (2019)"
2342,Adam Beach,21,5.67,2001-2020,Action,Action,Drama,Thriller,Joe Dirt (2001); Windtalkers (2002); Skinwalkers (2002); The Big Empty (2003); A Thief Of Time (2004); Four Brothers (2005); Flags of Our Fathers (2006); Bottoms Up (2006); Bury My Heart at Wounded Knee (2007); Turok: Son of Stone (2008); Older Than America (2008); The Stranger (2010); Cowboys & Aliens (2011); A Warrior's Heart (2011); Into the Grizzly Maze (2015); Joe Dirt 2: Beautiful Loser (2015); Suicide Squad (2016); Diablo (2016); Hostiles (2017); Juanita (2019); The New Mutants (2020)
2374,Adam Birch,55,4.78,2000-2015,Action,Action,Drama,Documentary,"ECW Fan Cam: December 15, 2000 (2000); ECW Fan Cam: November 11, 2000 (2000); ECW Fan Cam: August 25, 2000 (2000); ECW Fan Cam: November 10, 2000 (2000); ECW Anarchy Rulz 2000 (2000); ECW Massacre on 34th Street (2000); ECW November to Remember 2000 (2000); ECW Fan Cam: September 9, 2000 (2000); ECW Fan Cam: January 13, 2001 (2001); ECW Guilty as Charged 2001 (2001); ROH The Round Robin Challenge (2002); ROH: Glory By Honor (2002); ROH: Night of The Butcher (2002); ROH: All Star Extravaganza (2002); ROH: Scramble Madness (2002); ROH Crowning a Champion (2002); ROH Night of Appreciation (2002); ROH: Death Before Dishonor (2003); ROH: Glory By Honor II (2003); ROH: The Battle Lines Are Drawn (2004); WWE No Mercy 2005 (2005); WWE Armageddon 2005 (2005); WWE Judgment Day 2005 (2005); WWE Survivor Series 2005 (2005); WWE The Great American Bash 2005 (2005); WWE Royal Rumble 2006 (2006); WWE Judgment Day 2006 (2006); WWE No Way Out 2006 (2006); WWE Armageddon 2006 (2006); ECW December to Dismember (2006); WWE Royal Rumble 2007 (2007); TNA Wrestling: Bound for Glory (2007); WWE No Way Out 2007 (2007); WWE: The Ladder Match (2007); ROH: Take No Prisoners (2008); WWE: Twist of Fate - The Matt & Jeff Hardy Story (2008); ROH: Tag Wars (2008); ROH: Return Engagement (2008); WWE Over the Limit 2010 (2010); WWE SummerSlam 2010 (2010); Captain America: The First Avenger (2011); WWE: The Big Show - A Giant's World (2011); ROH: Ring of Hardcore (2012); WWE: Rey Mysterio - The Life of a Masked Man (2012); CM Punk: Best in the World (2012); ROH: Year One (2012); WWE Survivor Series 2014 (2014); WWE Hell In A Cell 2014 (2014); WWE TLC: Tables, Ladders & Chairs 2014 (2014); WWE Elimination Chamber 2015 (2015); WWE Payback 2015 (2015); WWE Extreme Rules 2015 (2015); WWE WrestleMania 31 (2015); WWE Fastlane 2015 (2015); WWE Royal Rumble 2015 (2015)"
2401,Adam Boyer,16,5.58,2004-2020,Drama,Drama,Crime,Comedy,Sugar Creek Gang: Swamp Robber (2004); The Unseen (2005); ATL (2006); Halloween II (2009); Sparkle and Tooter (2009); The Legend of Zelda: The Hero of Time (2009); The Change-Up (2011); Looper (2012); John Henry and the Railroad (2013); Solace (2015); Crimes and Mister Meanors (2015); Sully (2016); Warrior Road (2017); SuperFly (2018); Just Mercy (2019); The Devil to Pay (2020)
2411,Adam Bridle,16,2.51,2015-2020,Action,Action,Drama,TV Movie,PWG: Threemendous IV (2015); PWG: 2015 Battle of Los Angeles - Stage One (2015); PWG: 2015 Battle of Los Angeles - Stage Two (2015); PWG: 2015 Battle of Los Angeles - Final Stage (2015); WrestleCon SuperShow 2017 (2017); PROGRESS Chapter 68: Super Strong Style 16 - Day 1 (2018); RIPTIDE: Brighton Championship Tournament - Night 1 (2018); RIPTIDE: Brighton Championship Tournament - Night 2 (2018); RIPTIDE: Brighton Championship Tournament - Night 3 (2018); PROGRESS Chapter 83: Remove Child Before Ironing (2019); PROGRESS Chapter 85: Progro.Naut (2019); PROGRESS Chapter 86: Corrupted Harmony (2019); AEW Double or Nothing 2019 (2019); AEW All Out 2019: The Buy In (2019); AEW Winter is Coming (2020); Chris Jericho's 30th Anniversary Celebration (2020)
2417,Adam Brody,38,5.53,2000-2020,Comedy,Comedy,Drama,Romance,Growing Up Brady (2000); American Pie 2 (2001); The Ring (2002); Grind (2003); Home Security (2003); Mr. & Mrs. Smith (2005); Thank You for Smoking (2005); In the Land of Women (2007); Smiley Face (2007); The Ten (2007); Death in Love (2008); Jennifer's Body (2009); Cop Out (2010); The Romantics (2010); Scream 4 (2011); The Oranges (2011); Damsels in Distress (2012); Seeking a Friend for the End of the World (2012); Revenge for Jolly! (2012); Welcome to the Jungle (2013); Some Girl(s) (2013); Baggage Claim (2013); Lovelace (2013); Think Like a Man Too (2014); Growing Up and Other Lies (2014); The Cosmopolitans (2014); Life Partners (2014); Sleeping with Other People (2015); Yoga Hosers (2016); CHiPs (2017); Big Bear (2017); Hollyweed (2018); Shazam! (2019); Isabelle (2019); Ready or Not (2019); Jay and Silent Bob Reboot (2019); Promising Young Woman (2020); The Last Blockbuster (2020)
2421,Adam Brooks,15,3.77,2008-2019,Comedy,Comedy,Horror,Romance,"Definitely, Maybe (2008); Whatever Works (2009); You (2009); Father's Day (2011); The Millennium Bug (2011); Zombies vs. Strippers (2012); Doctor Glamour (2012); Mr. Hockey: The Gordie Howe Story (2013); American Weapon (2014); When Black Birds Fly (2016); Killing Diaz (2018); The PROGRESS World Cup 2018 (2018); Frontline Wrestling: Build Me An Empire (2018); Her Side of the Bed (2018); An Orgy in Joshua Tree (2019)"
2423,Adam Brown,13,5.82,2003-2020,Adventure,Adventure,Action,Fantasy,Monster (2003); Barney: Let's Make Music (2006); The Hobbit: An Unexpected Journey (2012); The Hobbit: The Desolation of Smaug (2013); The Hobbit: The Battle of the Five Armies (2014); The Angry Birds Movie (2016); The Limehouse Golem (2016); The Bunker (2016); Pirates of the Caribbean: Dead Men Tell No Tales (2017); The Emoji Movie (2017); Spider-Man: Into the Spider-Verse (2018); McKellen: Playing the Part (2018); Nitties from South (2020)
2444,Adam Buxton,15,4.42,2000-2020,Comedy,Comedy,Animation,Family,"Adam and Joe's World of Animation (2000); The Low Down (2001); Stardust (2007); Hot Fuzz (2007); Son of Rambow (2007); Conclusive: We Made Hot Fuzz (2007); MeeBOX (2008); Attack the Block (2011); Sing (2016); Adam Buxton's Old Bits (2017); Right Place, Wrong Tim (2018); The Kid Who Would Be King (2019); Creepy Pasta Salad (2019); Beetle + Bean (2020); Clown Suit (2020)"
2468,Adam Carolla,22,5.56,2000-2019,Comedy,Comedy,Documentary,Animation,"Down to You (2000); Buzz Lightyear of Star Command: The Adventure Begins (2000); After Sex (2000); The N.Y. Friars Club Roast of Hugh Hefner (2001); The Merchants of Cool (2001); Windy City Heat (2003); Oh, What a Lovely Tea Party (2004); Save Virgil (2004); Comedy Central Roast of Pamela Anderson (2005); The Hammer (2007); Still Waiting... (2009); The Drawn Together Movie: The Movie! (2010); Division III: Football's Finest (2011); Wreck-It Ralph (2012); Mansome (2012); Women Aren't Funny (2014); Road Hard (2015); Winning: The Racing Life of Paul Newman (2015); Out of Luck (2015); Can We Take a Joke? (2016); No Safe Spaces (2019); Comedy Central Roast of Alec Baldwin (2019)"
2500,Adam Clark,13,5.59,2000-2017,Drama,Drama,Crime,Thriller,Traffic (2000); Book of Love: The Definitive Reason Why Men Are Dogs (2002); Killer Cop (2002); Matchstick Men (2003); Coach Carter (2005); Domino (2005); Gridiron Gang (2006); Public Enemies (2009); The Ugly Truth (2009); Mississippi Damned (2009); Butterfly Rising (2010); 10 Cent Pistol (2014); Listen (2017)
2501,Adam Clayton,10,7.24,2003-2017,Music,Music,Documentary,,"U2 Go Home: Live from Slane Castle, Ireland (2003); U2: Vertigo 2005 - Live from Chicago (2005); The Work of Director Anton Corbijn (2005); U2 3D (2008); The 25th Anniversary Rock and Roll Hall of Fame Concerts (2009); U2: 360° at the Rose Bowl (2010); U2: From the Sky Down (2011); U2: Unbroken Toys (2012); U2 at The BBC (2017); Linkin Park and Friends Celebrate Life in Honor of Chester Bennington (2017)"
2520,Adam Copeland,172,7.21,2000-2020,Action,Action,Drama,Documentary,"Highlander: Endgame (2000); WWE Unforgiven 2000 (2000); WWE Backlash 2000 (2000); WWE No Way Out 2000 (2000); WWE Insurrextion 2000 (2000); WWE Judgment Day 2000 (2000); WWE King of the Ring 2000 (2000); WWF Fully Loaded 2000 (2000); WWE SummerSlam 2000 (2000); WWE No Mercy 2000 (2000); WWE Survivor Series 2000 (2000); WWE WrestleMania 2000 (2000); WWE Armageddon 2000 (2000); WWF: TLC - Tables Ladders Chairs (2000); WWE Rebellion 2000 (2000); WWE Royal Rumble 2000 (2000); WWE Royal Rumble 2001 (2001); WWE Insurrextion 2001 (2001); WWE Judgment Day 2001 (2001); WWE King of the Ring 2001 (2001); WWE SummerSlam 2001 (2001); WWE No Mercy 2001 (2001); WWE Rebellion 2001 (2001); WWE Vengeance 2001 (2001); WWF Action! (2001); WWE Unforgiven 2001 (2001); WWE WrestleMania X-Seven (2001); WWE No Way Out 2001 (2001); WWE InVasion (2001); WWE Survivor Series 2001 (2001); WWE Divas: Undressed (2002); WWE Wrestlemania X8 (2002); WWE No Way Out 2002 (2002); WWE: The Videos Ramped Up Vol. 1 (2002); WWF: Before They Were Superstars (2002); WWE Backlash 2002 (2002); WWE SummerSlam 2002 (2002); WWE Survivor Series 2002 (2002); WWE Judgment Day 2002 (2002); WWE Royal Rumble 2002 (2002); WWE Vengeance 2002 (2002); WWE Armageddon 2002 (2002); WWE Rebellion 2002 (2002); WWE No Mercy 2002 (2002); WWE Unforgiven 2002 (2002); WWE No Way Out 2003 (2003); WWE Royal Rumble 2003 (2003); WWE: Rey Mysterio - 619 (2003); WWE Vengeance 2004 (2004); WWE Taboo Tuesday 2004 (2004); WWE: Mick Foley's Greatest Hits & Misses - A Life in Wrestling (2004); WWE Backlash 2004 (2004); WWE Bad Blood 2004 (2004); Cheating Death, Stealing Life: The Eddie Guerrero Story (2004); WWE Survivor Series 2004 (2004); WWE SummerSlam 2004 (2004); The Self Destruction of the Ultimate Warrior (2005); WWE: Road Warriors - The Life & Death of the Most Dominant Tag-Team in Wrestling History (2005); WWE Royal Rumble 2005 (2005); WWE New Year's Revolution 2005 (2005); ECW One Night Stand 2005 (2005); WWE WrestleMania 21 (2005); Road Warriors: The Life & Death of the Most Dominant Tag-Team in Wrestling History (2005); WWE Backlash 2005 (2005); WWE Vengeance 2005 (2005); WWE Survivor Series 2005 (2005); WWE SummerSlam 2005 (2005); WWE Unforgiven 2005 (2005); WWE Royal Rumble 2006 (2006); WWE WrestleMania 22 (2006); WWE New Year's Revolution 2006 (2006); WWE Backlash 2006 (2006); WWE Survivor Series 2006 (2006); WWE SummerSlam 2006 (2006); WWE Vengeance 2006 (2006); WWE Cyber Sunday 2006 (2006); WWE Unforgiven 2006 (2006); ECW One Night Stand 2006 (2006); WWE vs. ECW: Head to Head (2006); WWE New Year's Revolution 2007 (2007); WWE One Night Stand 2007 (2007); WWE Vengeance: Night of Champions 2007 (2007); WWE Survivor Series 2007 (2007); WWE: The New & Improved DX (2007); WWE: The Best of Raw 15th Anniversary (2007); WWE Royal Rumble 2007 (2007); WWE Backlash 2007 (2007); WWE Judgment Day 2007 (2007); WWE: The Ladder Match (2007); WWE WrestleMania 23 (2007); WWE Armageddon 2007 (2007); WWE Judgment Day 2008 (2008); WWE Backlash 2008 (2008); WWE Survivor Series 2008 (2008); WWE The Great American Bash 2008 (2008); WWE Night of Champions 2008 (2008); WWE One Night Stand 2008 (2008); WWE WrestleMania XXIV (2008); WWE: Viva La Raza - The Legacy of Eddie Guerrero (2008); WWE: The History Of The Intercontinental Championship (2008); WWE Royal Rumble 2008 (2008); WWE No Way Out 2008 (2008); WWE: Twist of Fate - The Matt & Jeff Hardy Story (2008); WWE SummerSlam 2008 (2008); WWE Armageddon 2008 (2008); WWE WrestleMania XXV (2009); The History of the World Heavyweight Championship (2009); WWE Backlash 2009 (2009); WWE Judgment Day 2009 (2009); WWE The Bash 2009 (2009); WWE: Allied Powers - The World's Greatest Tag Teams (2009); WWE Royal Rumble 2009 (2009); WWE No Way Out 2009 (2009); WWE Extreme Rules 2009 (2009); WWE Fatal 4-Way 2010 (2010); WWE Money in the Bank 2010 (2010); WWE: The Undertaker's Deadliest Matches (2010); Breaking the Code: Behind the Walls of Chris Jericho (2010); WWE: Best Pay-Per-View Matches of 2009-2010 (2010); WWE Extreme Rules 2010 (2010); WWE: Satan's Prison - The Anthology of the Elimination Chamber (2010); WWE Hell In A Cell 2010 (2010); WWE Over the Limit 2010 (2010); WWE Bragging Rights 2010 (2010); WWE Night of Champions 2010 (2010); WWE SummerSlam 2010 (2010); WWE Royal Rumble 2010 (2010); WWE TLC: Tables Ladders & Chairs 2010 (2010); WWE Survivor Series 2010 (2010); WWE Wrestlemania XXVI (2010); The Greatest Superstars of the 21st Century (2011); WWE Royal Rumble 2011 (2011); The Ladder Match 2: Crash & Burn (2011); The John Cena Experience (2011); WWE WrestleMania XXVII (2011); WWE Extreme Rules 2011 (2011); WWE Elimination Chamber 2011 (2011); The True Story of WrestleMania (2011); WWE SummerSlam 2011 (2011); You Think You Know Me? The Story of Edge (2012); WWE: The Attitude Era (2012); WWE: The Best of SmackDown - 10th Anniversary, 1999-2009 (2012); The Epic Journey of Dwayne ""The Rock"" Johnson (2012); The 50 Greatest Finishing Moves in WWE History (2012); WWE: Undertaker 20-0 - The Streak (2012); WWE: Rey Mysterio - The Life of a Masked Man (2012); Bending The Rules (2012); WWE Hall Of Fame 2012 (2012); WWE: Straight to the Top - Money in the Bank Anthology (2013); WWE Royal Rumble 2013 (2013); Signature Sounds: The Music of WWE (2014); Ladies and Gentlemen, My Name Is Paul Heyman (2014); WWE: Attitude Era: Vol. 2 (2014); Undertaker: The Streak 21-1 (2014); WWE: Monday Night War Vol. 1: Shots Fired (2015); Owen: Hart of Gold (2015); The Resurrection of Jake The Snake (2015); WWE Fastlane 2016 (2016); Interrogation (2016); Randy Orton: RKO Outta Nowhere (2016); The History of The WWE Hardcore Championship (2016); WWE: Best of the 2000's (2017); Shawn Michaels - The Showstopper Unreleased (2018); WWE Hall of Fame 2018 (2018); Trish & Lita – Best Friends, Better Rivals (2019); HOCKEY (2020); WWE WrestleMania 36: Part 2 (2020); Edge: The Second Mountain (2020); Money Plane (2020); WWE Backlash 2020 (2020); The Firefly Funhouse Match (2020); WWE Royal Rumble 2020 (2020)"
